<DATE>	<TIME>	<OPEN>	<HIGH>	<LOW>	<CLOSE>	<TICKVOL>	<VOL>	<SPREAD>
2022.08.03	04:00:00	1.01582	1.01711	1.01568	1.01708	4613	0	1
2022.08.03	05:00:00	1.01708	1.01818	1.01687	1.01804	3981	0	1
2022.08.03	06:00:00	1.01805	1.01937	1.01773	1.01915	3628	0	1
2022.08.03	07:00:00	1.01915	1.01934	1.01814	1.01860	3458	0	50
2022.08.03	08:00:00	1.01860	1.01872	1.01744	1.01762	3481	0	50
2022.08.03	09:00:00	1.01762	1.01800	1.01543	1.01597	6662	0	50
2022.08.03	10:00:00	1.01597	1.01914	1.01593	1.01776	9152	0	50
2022.08.03	11:00:00	1.01782	1.01889	1.01782	1.01878	6241	0	50
2022.08.03	12:00:00	1.01880	1.01980	1.01813	1.01863	5181	0	50
2022.08.03	13:00:00	1.01864	1.02001	1.01787	1.01880	6388	0	50
2022.08.03	14:00:00	1.01880	1.02104	1.01803	1.01841	7434	0	50
2022.08.03	15:00:00	1.01839	1.01969	1.01799	1.01860	8328	0	50
2022.08.03	16:00:00	1.01859	1.01875	1.01656	1.01701	8142	0	50
2022.08.03	17:00:00	1.01701	1.01701	1.01252	1.01304	14387	0	50
2022.08.03	18:00:00	1.01303	1.01467	1.01229	1.01446	8801	0	50
2022.08.03	19:00:00	1.01447	1.01666	1.01402	1.01502	6751	0	50
2022.08.03	20:00:00	1.01500	1.01602	1.01484	1.01578	4031	0	50
2022.08.03	21:00:00	1.01579	1.01606	1.01494	1.01551	4250	0	50
2022.08.03	22:00:00	1.01546	1.01741	1.01541	1.01683	4524	0	50
2022.08.03	23:00:00	1.01694	1.01722	1.01660	1.01661	2355	0	1
2022.08.04	00:00:00	1.01672	1.01698	1.01541	1.01684	295	0	2
2022.08.04	01:00:00	1.01698	1.01705	1.01559	1.01618	2189	0	2
2022.08.04	02:00:00	1.01618	1.01622	1.01562	1.01562	1694	0	1
2022.08.04	03:00:00	1.01561	1.01665	1.01539	1.01653	3640	0	1
2022.08.04	04:00:00	1.01653	1.01762	1.01609	1.01691	4065	0	1
2022.08.04	05:00:00	1.01692	1.01727	1.01615	1.01646	2254	0	1
2022.08.04	06:00:00	1.01647	1.01706	1.01601	1.01627	1749	0	1
2022.08.04	07:00:00	1.01627	1.01673	1.01611	1.01643	1830	0	50
2022.08.04	08:00:00	1.01642	1.01741	1.01621	1.01629	3125	0	50
2022.08.04	09:00:00	1.01631	1.01725	1.01568	1.01682	6458	0	50
2022.08.04	10:00:00	1.01681	1.01864	1.01665	1.01791	7782	0	50
2022.08.04	11:00:00	1.01790	1.01941	1.01746	1.01917	5763	0	50
2022.08.04	12:00:00	1.01917	1.01980	1.01856	1.01885	5164	0	50
2022.08.04	13:00:00	1.01886	1.01963	1.01854	1.01924	5134	0	50
2022.08.04	14:00:00	1.01906	1.01956	1.01605	1.01761	10684	0	50
2022.08.04	15:00:00	1.01759	1.01953	1.01656	1.01882	9911	0	50
2022.08.04	16:00:00	1.01881	1.01966	1.01735	1.01917	10276	0	50
2022.08.04	17:00:00	1.01918	1.02123	1.01863	1.02117	10517	0	50
2022.08.04	18:00:00	1.02118	1.02339	1.02061	1.02222	8132	0	50
2022.08.04	19:00:00	1.02222	1.02395	1.02182	1.02367	6363	0	50
2022.08.04	20:00:00	1.02366	1.02427	1.02307	1.02374	3667	0	50
2022.08.04	21:00:00	1.02375	1.02505	1.02365	1.02499	3703	0	50
2022.08.04	22:00:00	1.02499	1.02539	1.02441	1.02456	3668	0	50
2022.08.04	23:00:00	1.02462	1.02471	1.02421	1.02447	1635	0	2
2022.08.05	00:00:00	1.02437	1.02480	1.02397	1.02454	345	0	2
2022.08.05	01:00:00	1.02454	1.02476	1.02424	1.02474	1364	0	2
2022.08.05	02:00:00	1.02474	1.02518	1.02457	1.02471	1699	0	1
2022.08.05	03:00:00	1.02477	1.02484	1.02315	1.02324	3014	0	1
2022.08.05	04:00:00	1.02324	1.02385	1.02293	1.02330	3433	0	1
2022.08.05	05:00:00	1.02331	1.02365	1.02295	1.02342	2373	0	1
2022.08.05	06:00:00	1.02342	1.02398	1.02334	1.02373	1858	0	1
2022.08.05	07:00:00	1.02364	1.02391	1.02338	1.02351	1522	0	50
2022.08.05	08:00:00	1.02352	1.02370	1.02273	1.02315	2447	0	50
2022.08.05	09:00:00	1.02314	1.02374	1.02226	1.02359	4854	0	50
2022.08.05	10:00:00	1.02359	1.02394	1.02265	1.02336	5330	0	50
2022.08.05	11:00:00	1.02336	1.02377	1.02183	1.02238	5035	0	50
2022.08.05	12:00:00	1.02239	1.02317	1.02224	1.02289	3653	0	50
2022.08.05	13:00:00	1.02289	1.02364	1.02258	1.02362	3811	0	50
2022.08.05	14:00:00	1.02363	1.02387	1.02289	1.02312	4545	0	50
2022.08.05	15:00:00	1.02311	1.02366	1.01542	1.01582	11876	0	50
2022.08.05	16:00:00	1.01581	1.01780	1.01416	1.01754	12683	0	50
2022.08.05	17:00:00	1.01756	1.01861	1.01612	1.01667	11201	0	50
2022.08.05	18:00:00	1.01667	1.01705	1.01514	1.01688	7716	0	50
2022.08.05	19:00:00	1.01693	1.01876	1.01667	1.01830	6041	0	50
2022.08.05	20:00:00	1.01827	1.01930	1.01790	1.01814	5390	0	50
2022.08.05	21:00:00	1.01814	1.01842	1.01723	1.01768	4172	0	50
2022.08.05	22:00:00	1.01765	1.01849	1.01737	1.01776	3710	0	50
2022.08.05	23:00:00	1.01780	1.01831	1.01767	1.01776	1010	0	2
2022.08.08	00:00:00	1.01711	1.01788	1.01711	1.01768	230	0	19
2022.08.08	01:00:00	1.01768	1.01768	1.01687	1.01727	1105	0	2
2022.08.08	02:00:00	1.01727	1.01755	1.01702	1.01720	2110	0	1
2022.08.08	03:00:00	1.01720	1.01742	1.01594	1.01664	4363	0	1
2022.08.08	04:00:00	1.01664	1.01770	1.01643	1.01757	3189	0	1
2022.08.08	05:00:00	1.01757	1.01833	1.01725	1.01801	1903	0	1
2022.08.08	06:00:00	1.01800	1.01859	1.01782	1.01854	1919	0	1
2022.08.08	07:00:00	1.01854	1.01861	1.01797	1.01858	1354	0	50
2022.08.08	08:00:00	1.01859	1.01889	1.01816	1.01865	2055	0	50
2022.08.08	09:00:00	1.01866	1.01884	1.01714	1.01779	5850	0	50
2022.08.08	10:00:00	1.01780	1.02151	1.01749	1.02094	7531	0	50
2022.08.08	11:00:00	1.02093	1.02093	1.01832	1.01921	5578	0	50
2022.08.08	12:00:00	1.01920	1.01920	1.01729	1.01876	5152	0	50
2022.08.08	13:00:00	1.01877	1.01935	1.01808	1.01920	4270	0	50
2022.08.08	14:00:00	1.01919	1.02015	1.01842	1.02003	4819	0	50
2022.08.08	15:00:00	1.02010	1.02025	1.01840	1.01988	5541	0	50
2022.08.08	16:00:00	1.01990	1.02149	1.01909	1.02016	6223	0	50
2022.08.08	17:00:00	1.02016	1.02194	1.01955	1.02171	7770	0	50
2022.08.08	18:00:00	1.02171	1.02219	1.02052	1.02063	5542	0	50
2022.08.08	19:00:00	1.02063	1.02126	1.01949	1.01962	4000	0	50
2022.08.08	20:00:00	1.01961	1.02053	1.01937	1.02022	3464	0	50
2022.08.08	21:00:00	1.02023	1.02057	1.01853	1.01868	5006	0	50
2022.08.08	22:00:00	1.01867	1.01933	1.01861	1.01923	3409	0	50
2022.08.08	23:00:00	1.01923	1.01961	1.01914	1.01943	1347	0	1
2022.08.09	00:00:00	1.01945	1.01951	1.01901	1.01926	365	0	2
2022.08.09	01:00:00	1.01920	1.01954	1.01920	1.01944	1085	0	2
2022.08.09	02:00:00	1.01944	1.01997	1.01943	1.01979	1194	0	1
2022.08.09	03:00:00	1.01978	1.02010	1.01888	1.01914	2759	0	1
2022.08.09	04:00:00	1.01914	1.01940	1.01884	1.01914	2183	0	1
2022.08.09	05:00:00	1.01913	1.01942	1.01889	1.01935	1387	0	1
2022.08.09	06:00:00	1.01936	1.01977	1.01928	1.01960	1293	0	1
2022.08.09	07:00:00	1.01959	1.01962	1.01917	1.01941	1080	0	50
2022.08.09	08:00:00	1.01942	1.02013	1.01929	1.01999	1567	0	14
2022.08.09	09:00:00	1.01999	1.02097	1.01985	1.02059	4444	0	50
2022.08.09	10:00:00	1.02059	1.02151	1.01956	1.02143	5706	0	50
2022.08.09	11:00:00	1.02146	1.02447	1.02135	1.02396	5559	0	50
2022.08.09	12:00:00	1.02394	1.02475	1.02311	1.02379	4721	0	50
2022.08.09	13:00:00	1.02379	1.02403	1.02246	1.02252	4215	0	50
2022.08.09	14:00:00	1.02252	1.02309	1.02149	1.02201	4881	0	50
2022.08.09	15:00:00	1.02204	1.02428	1.02204	1.02375	5545	0	50
2022.08.09	16:00:00	1.02374	1.02443	1.02341	1.02394	6115	0	50
2022.08.09	17:00:00	1.02389	1.02409	1.02194	1.02228	7238	0	50
2022.08.09	18:00:00	1.02227	1.02302	1.02193	1.02253	4586	0	50
2022.08.09	19:00:00	1.02253	1.02318	1.02148	1.02185	3284	0	50
2022.08.09	20:00:00	1.02185	1.02203	1.02114	1.02143	2576	0	50
2022.08.09	21:00:00	1.02142	1.02174	1.02035	1.02051	3033	0	50
2022.08.09	22:00:00	1.02049	1.02122	1.02026	1.02082	2602	0	11
2022.08.09	23:00:00	1.02081	1.02156	1.02078	1.02126	1246	0	1
2022.08.10	00:00:00	1.02122	1.02151	1.02090	1.02138	630	0	2
2022.08.10	01:00:00	1.02126	1.02143	1.02051	1.02060	1618	0	2
2022.08.10	02:00:00	1.02060	1.02097	1.02049	1.02078	1608	0	1
2022.08.10	03:00:00	1.02078	1.02094	1.02030	1.02077	2365	0	1
2022.08.10	04:00:00	1.02077	1.02162	1.02053	1.02119	2233	0	1
2022.08.10	05:00:00	1.02119	1.02191	1.02104	1.02182	1551	0	1
2022.08.10	06:00:00	1.02182	1.02184	1.02122	1.02138	1065	0	1
2022.08.10	07:00:00	1.02140	1.02166	1.02113	1.02133	801	0	12
