<DATE>	<TIME>	<OPEN>	<HIGH>	<LOW>	<CLOSE>	<TICKVOL>	<VOL>	<SPREAD>
2025.01.28	23:00:00	1.04316	1.04340	1.04298	1.04301	2025	0	1
2025.01.29	00:00:00	1.04299	1.04299	1.04240	1.04289	639	0	3
2025.01.29	01:00:00	1.04287	1.04302	1.04265	1.04272	1012	0	0
2025.01.29	02:00:00	1.04273	1.04345	1.04269	1.04303	2776	0	0
2025.01.29	03:00:00	1.04302	1.04342	1.04271	1.04272	2629	0	0
2025.01.29	04:00:00	1.04271	1.04359	1.04258	1.04339	2336	0	0
2025.01.29	05:00:00	1.04340	1.04392	1.04312	1.04375	2561	0	0
2025.01.29	06:00:00	1.04376	1.04428	1.04375	1.04387	1883	0	0
2025.01.29	07:00:00	1.04387	1.04410	1.04355	1.04404	1971	0	0
2025.01.29	08:00:00	1.04405	1.04437	1.04365	1.04373	3602	0	0
2025.01.29	09:00:00	1.04372	1.04379	1.04132	1.04161	6548	0	0
2025.01.29	10:00:00	1.04162	1.04306	1.04162	1.04243	7608	0	0
2025.01.29	11:00:00	1.04242	1.04248	1.04020	1.04037	8063	0	0
2025.01.29	12:00:00	1.04038	1.04085	1.03948	1.04036	7055	0	0
2025.01.29	13:00:00	1.04037	1.04083	1.03970	1.04016	5090	0	0
2025.01.29	14:00:00	1.04017	1.04049	1.03936	1.04040	6445	0	0
2025.01.29	15:00:00	1.04041	1.04058	1.03823	1.03877	10719	0	0
2025.01.29	16:00:00	1.03878	1.04016	1.03863	1.04014	8751	0	0
2025.01.29	17:00:00	1.04014	1.04271	1.03947	1.04194	10673	0	0
2025.01.29	18:00:00	1.04195	1.04240	1.04114	1.04158	9421	0	0
2025.01.29	19:00:00	1.04157	1.04285	1.04152	1.04213	6829	0	0
2025.01.29	20:00:00	1.04214	1.04246	1.04150	1.04201	4364	0	0
2025.01.29	21:00:00	1.04202	1.04290	1.03882	1.04162	30121	0	0
2025.01.29	22:00:00	1.04158	1.04257	1.04047	1.04104	13626	0	0
2025.01.29	23:00:00	1.04104	1.04215	1.04088	1.04210	2423	0	0
2025.01.30	00:00:00	1.04186	1.04219	1.04167	1.04214	1031	0	3
2025.01.30	01:00:00	1.04215	1.04275	1.04184	1.04246	2343	0	0
2025.01.30	02:00:00	1.04246	1.04289	1.04239	1.04260	2365	0	0
2025.01.30	03:00:00	1.04259	1.04261	1.04189	1.04200	2717	0	0
2025.01.30	04:00:00	1.04200	1.04269	1.04199	1.04231	2656	0	0
2025.01.30	05:00:00	1.04230	1.04265	1.04222	1.04253	2552	0	0
2025.01.30	06:00:00	1.04252	1.04277	1.04176	1.04191	2320	0	0
2025.01.30	07:00:00	1.04190	1.04221	1.04176	1.04220	2157	0	0
2025.01.30	08:00:00	1.04221	1.04227	1.04108	1.04140	2931	0	0
2025.01.30	09:00:00	1.04140	1.04240	1.04095	1.04238	4900	0	0
2025.01.30	10:00:00	1.04237	1.04291	1.04161	1.04218	7280	0	0
2025.01.30	11:00:00	1.04219	1.04227	1.04021	1.04077	9443	0	0
2025.01.30	12:00:00	1.04076	1.04122	1.03959	1.04008	7155	0	0
2025.01.30	13:00:00	1.04008	1.04008	1.03913	1.03918	6085	0	0
2025.01.30	14:00:00	1.03917	1.04060	1.03903	1.04033	5663	0	0
2025.01.30	15:00:00	1.04034	1.04599	1.04013	1.04565	16655	0	0
2025.01.30	16:00:00	1.04563	1.04679	1.04193	1.04281	19514	0	0
2025.01.30	17:00:00	1.04282	1.04422	1.04269	1.04313	12321	0	0
2025.01.30	18:00:00	1.04314	1.04348	1.04170	1.04196	7660	0	0
2025.01.30	19:00:00	1.04195	1.04235	1.04094	1.04171	5962	0	0
2025.01.30	20:00:00	1.04172	1.04257	1.04156	1.04250	3106	0	0
2025.01.30	21:00:00	1.04251	1.04302	1.04230	1.04280	2355	0	0
2025.01.30	22:00:00	1.04281	1.04324	1.03861	1.04074	15219	0	0
2025.01.30	23:00:00	1.04074	1.04142	1.03870	1.03901	7313	0	0
2025.01.31	00:00:00	1.03866	1.03947	1.03858	1.03883	1019	0	0
2025.01.31	01:00:00	1.03884	1.03983	1.03849	1.03969	2242	0	0
2025.01.31	02:00:00	1.03969	1.04024	1.03849	1.03867	3057	0	0
2025.01.31	03:00:00	1.03867	1.03926	1.03771	1.03886	5355	0	0
2025.01.31	04:00:00	1.03886	1.03950	1.03867	1.03897	3403	0	0
2025.01.31	05:00:00	1.03898	1.03915	1.03837	1.03850	2507	0	0
2025.01.31	06:00:00	1.03851	1.03898	1.03827	1.03874	2058	0	0
2025.01.31	07:00:00	1.03875	1.03908	1.03846	1.03888	2500	0	0
2025.01.31	08:00:00	1.03887	1.03955	1.03874	1.03947	2621	0	0
2025.01.31	09:00:00	1.03946	1.04129	1.03913	1.04040	7466	0	0
2025.01.31	10:00:00	1.04041	1.04067	1.03806	1.03844	8266	0	0
2025.01.31	11:00:00	1.03843	1.03850	1.03652	1.03836	13025	0	0
2025.01.31	12:00:00	1.03835	1.03841	1.03737	1.03764	7306	0	0
2025.01.31	13:00:00	1.03765	1.03801	1.03720	1.03759	5159	0	0
2025.01.31	14:00:00	1.03760	1.03857	1.03746	1.03824	5536	0	0
2025.01.31	15:00:00	1.03825	1.03954	1.03767	1.03822	12383	0	0
2025.01.31	16:00:00	1.03824	1.03826	1.03665	1.03687	11436	0	0
2025.01.31	17:00:00	1.03689	1.04006	1.03603	1.03965	12453	0	0
2025.01.31	18:00:00	1.03966	1.04076	1.03861	1.03999	9272	0	0
2025.01.31	19:00:00	1.03999	1.04340	1.03901	1.04200	20367	0	0
2025.01.31	20:00:00	1.04200	1.04218	1.03614	1.03699	22895	0	0
2025.01.31	21:00:00	1.03699	1.03792	1.03644	1.03765	10564	0	0
2025.01.31	22:00:00	1.03766	1.03822	1.03628	1.03735	10120	0	0
2025.01.31	23:00:00	1.03736	1.03873	1.03499	1.03608	12016	0	0
2025.02.03	00:00:00	1.02357	1.02577	1.02310	1.02508	2874	0	0
2025.02.03	01:00:00	1.02511	1.02704	1.02349	1.02471	17485	0	0
2025.02.03	02:00:00	1.02470	1.02673	1.02106	1.02320	23487	0	0
2025.02.03	03:00:00	1.02319	1.02523	1.02220	1.02378	13580	0	0
2025.02.03	04:00:00	1.02377	1.02379	1.02208	1.02236	10070	0	0
2025.02.03	05:00:00	1.02236	1.02249	1.02122	1.02215	5907	0	0
2025.02.03	06:00:00	1.02215	1.02401	1.02206	1.02266	10466	0	0
2025.02.03	07:00:00	1.02267	1.02435	1.02257	1.02405	5859	0	0
2025.02.03	08:00:00	1.02404	1.02517	1.02394	1.02431	7349	0	0
2025.02.03	09:00:00	1.02431	1.02495	1.02220	1.02250	12427	0	0
2025.02.03	10:00:00	1.02251	1.02514	1.02128	1.02437	14039	0	0
2025.02.03	11:00:00	1.02438	1.02544	1.02255	1.02307	9491	0	0
2025.02.03	12:00:00	1.02308	1.02446	1.02300	1.02436	7712	0	0
2025.02.03	13:00:00	1.02435	1.02560	1.02364	1.02523	6797	0	0
2025.02.03	14:00:00	1.02524	1.02785	1.02514	1.02577	11428	0	0
2025.02.03	15:00:00	1.02578	1.02881	1.02577	1.02640	13391	0	0
2025.02.03	16:00:00	1.02639	1.02661	1.02470	1.02508	14692	0	0
2025.02.03	17:00:00	1.02509	1.03359	1.02427	1.03162	41197	0	0
2025.02.03	18:00:00	1.03163	1.03216	1.02728	1.02760	26134	0	0
2025.02.03	19:00:00	1.02761	1.03027	1.02714	1.02796	17140	0	0
2025.02.03	20:00:00	1.02796	1.02878	1.02702	1.02785	10640	0	0
2025.02.03	21:00:00	1.02785	1.02971	1.02784	1.02846	5403	0	0
2025.02.03	22:00:00	1.02847	1.02993	1.02828	1.02955	4332	0	0
2025.02.03	23:00:00	1.02955	1.03500	1.02929	1.03441	12617	0	0
2025.02.04	00:00:00	1.03441	1.03473	1.03327	1.03432	2460	0	2
2025.02.04	01:00:00	1.03424	1.03518	1.03264	1.03281	6343	0	0
2025.02.04	02:00:00	1.03280	1.03310	1.03161	1.03179	4543	0	0
2025.02.04	03:00:00	1.03177	1.03227	1.03086	1.03221	5773	0	0
2025.02.04	04:00:00	1.03220	1.03240	1.03165	1.03220	3820	0	0
2025.02.04	05:00:00	1.03220	1.03241	1.03118	1.03146	3642	0	0
2025.02.04	06:00:00	1.03147	1.03151	1.03059	1.03060	3080	0	0
2025.02.04	07:00:00	1.03059	1.03059	1.02720	1.02931	13452	0	0
2025.02.04	08:00:00	1.02932	1.03077	1.02922	1.03067	5745	0	0
2025.02.04	09:00:00	1.03067	1.03172	1.03000	1.03115	6897	0	0
2025.02.04	10:00:00	1.03116	1.03357	1.03090	1.03345	12137	0	0
2025.02.04	11:00:00	1.03344	1.03496	1.03323	1.03387	7132	0	0
2025.02.04	12:00:00	1.03387	1.03435	1.03254	1.03350	5403	0	0
2025.02.04	13:00:00	1.03351	1.03352	1.03220	1.03222	4672	0	0
2025.02.04	14:00:00	1.03223	1.03286	1.03201	1.03253	5709	0	0
2025.02.04	15:00:00	1.03253	1.03406	1.03239	1.03405	7363	0	0
2025.02.04	16:00:00	1.03406	1.03663	1.03401	1.03601	11380	0	0
2025.02.04	17:00:00	1.03600	1.03860	1.03576	1.03800	18005	0	0
2025.02.04	18:00:00	1.03801	1.03875	1.03734	1.03785	8724	0	0
2025.02.04	19:00:00	1.03784	1.03788	1.03657	1.03766	8177	0	0
2025.02.04	20:00:00	1.03767	1.03863	1.03744	1.03812	4546	0	0
2025.02.04	21:00:00	1.03813	1.03855	1.03771	1.03818	4668	0	0
2025.02.04	22:00:00	1.03817	1.03858	1.03793	1.03853	4071	0	0
2025.02.04	23:00:00	1.03854	1.03876	1.03777	1.03787	2409	0	0
2025.02.05	00:00:00	1.03784	1.03804	1.03724	1.03780	1625	0	0
2025.02.05	01:00:00	1.03781	1.03805	1.03709	1.03716	2041	0	0
2025.02.05	02:00:00	1.03716	1.03821	1.03696	1.03788	3589	0	0
2025.02.05	03:00:00	1.03789	1.03867	1.03724	1.03733	5629	0	0
2025.02.05	04:00:00	1.03734	1.03850	1.03730	1.03846	4231	0	0
2025.02.05	05:00:00	1.03846	1.03863	1.03794	1.03795	2735	0	0
2025.02.05	06:00:00	1.03796	1.03824	1.03763	1.03786	2053	0	0
2025.02.05	07:00:00	1.03787	1.03787	1.03732	1.03778	2971	0	0
2025.02.05	08:00:00	1.03778	1.03942	1.03741	1.03850	4225	0	0
2025.02.05	09:00:00	1.03850	1.04097	1.03821	1.04026	8043	0	0
2025.02.05	10:00:00	1.04025	1.04087	1.03900	1.04040	10155	0	0
2025.02.05	11:00:00	1.04040	1.04178	1.04016	1.04038	8993	0	0
2025.02.05	12:00:00	1.04039	1.04306	1.04018	1.04251	7512	0	0
2025.02.05	13:00:00	1.04251	1.04254	1.04117	1.04147	4703	0	0
2025.02.05	14:00:00	1.04148	1.04220	1.04108	1.04192	5145	0	0
2025.02.05	15:00:00	1.04192	1.04258	1.04015	1.04078	11232	0	0
2025.02.05	16:00:00	1.04079	1.04264	1.04061	1.04236	9921	0	0
2025.02.05	17:00:00	1.04238	1.04429	1.04151	1.04222	17206	0	0
2025.02.05	18:00:00	1.04223	1.04248	1.04103	1.04181	7984	0	0
2025.02.05	19:00:00	1.04182	1.04242	1.04104	1.04198	5197	0	0
2025.02.05	20:00:00	1.04198	1.04217	1.04143	1.04156	3838	0	0
2025.02.05	21:00:00	1.04156	1.04169	1.04047	1.04072	4105	0	0
2025.02.05	22:00:00	1.04071	1.04071	1.04011	1.04048	3017	0	0
2025.02.05	23:00:00	1.04047	1.04066	1.03967	1.04023	2143	0	0
2025.02.06	00:00:00	1.04018	1.04043	1.03993	1.04041	803	0	3
2025.02.06	01:00:00	1.04043	1.04063	1.03972	1.03987	1720	0	0
2025.02.06	02:00:00	1.03987	1.04024	1.03947	1.03974	2825	0	0
2025.02.06	03:00:00	1.03975	1.04047	1.03954	1.04025	4437	0	0
2025.02.06	04:00:00	1.04023	1.04056	1.03909	1.03951	3195	0	0
2025.02.06	05:00:00	1.03950	1.03963	1.03896	1.03920	2648	0	0
2025.02.06	06:00:00	1.03921	1.03939	1.03852	1.03870	2104	0	0
2025.02.06	07:00:00	1.03871	1.03903	1.03861	1.03864	2659	0	0
2025.02.06	08:00:00	1.03865	1.03925	1.03856	1.03902	2742	0	0
2025.02.06	09:00:00	1.03902	1.03915	1.03779	1.03800	5623	0	0
2025.02.06	10:00:00	1.03801	1.03809	1.03562	1.03651	9136	0	0
2025.02.06	11:00:00	1.03652	1.03679	1.03562	1.03593	6053	0	0
2025.02.06	12:00:00	1.03594	1.03664	1.03558	1.03626	4987	0	0
2025.02.06	13:00:00	1.03625	1.03677	1.03580	1.03620	5199	0	0
2025.02.06	14:00:00	1.03620	1.03639	1.03525	1.03619	10273	0	0
2025.02.06	15:00:00	1.03619	1.03677	1.03535	1.03603	14585	0	0
2025.02.06	16:00:00	1.03604	1.03748	1.03598	1.03622	7755	0	0
2025.02.06	17:00:00	1.03621	1.03765	1.03612	1.03695	10804	0	0
2025.02.06	18:00:00	1.03693	1.03765	1.03667	1.03670	6013	0	0
2025.02.06	19:00:00	1.03669	1.03806	1.03658	1.03793	3621	0	0
2025.02.06	20:00:00	1.03793	1.03968	1.03738	1.03895	6341	0	0
2025.02.06	21:00:00	1.03894	1.03914	1.03803	1.03848	3651	0	0
2025.02.06	22:00:00	1.03847	1.03909	1.03839	1.03885	2760	0	0
2025.02.06	23:00:00	1.03885	1.03893	1.03822	1.03833	1493	0	0
2025.02.07	00:00:00	1.03831	1.03852	1.03808	1.03834	830	0	2
2025.02.07	01:00:00	1.03835	1.03868	1.03826	1.03852	1335	0	0
2025.02.07	02:00:00	1.03851	1.03910	1.03773	1.03777	2594	0	0
2025.02.07	03:00:00	1.03778	1.03871	1.03744	1.03839	4010	0	0
2025.02.07	04:00:00	1.03838	1.03861	1.03810	1.03842	3153	0	0
2025.02.07	05:00:00	1.03843	1.03849	1.03772	1.03798	2201	0	0
2025.02.07	06:00:00	1.03799	1.03835	1.03758	1.03812	2083	0	0
2025.02.07	07:00:00	1.03811	1.03815	1.03739	1.03752	2222	0	0
2025.02.07	08:00:00	1.03752	1.03773	1.03726	1.03761	2527	0	0
2025.02.07	09:00:00	1.03761	1.03903	1.03742	1.03892	4411	0	0
2025.02.07	10:00:00	1.03893	1.04000	1.03855	1.03978	5213	0	0
2025.02.07	11:00:00	1.03977	1.03992	1.03899	1.03912	4453	0	0
2025.02.07	12:00:00	1.03911	1.03915	1.03791	1.03814	3965	0	0
2025.02.07	13:00:00	1.03815	1.03832	1.03774	1.03818	2891	0	0
2025.02.07	14:00:00	1.03819	1.03819	1.03683	1.03744	4294	0	0
2025.02.07	15:00:00	1.03743	1.04107	1.03492	1.03637	21326	0	0
2025.02.07	16:00:00	1.03636	1.03889	1.03608	1.03859	12773	0	0
2025.02.07	17:00:00	1.03858	1.03878	1.03274	1.03550	21779	0	0
2025.02.07	18:00:00	1.03551	1.03553	1.03214	1.03279	24008	0	0
2025.02.07	19:00:00	1.03278	1.03613	1.03052	1.03217	21946	0	0
2025.02.07	20:00:00	1.03218	1.03360	1.03210	1.03253	5000	0	0
2025.02.07	21:00:00	1.03252	1.03370	1.03238	1.03323	5308	0	0
2025.02.07	22:00:00	1.03323	1.03385	1.03214	1.03277	4364	0	0
2025.02.07	23:00:00	1.03278	1.03323	1.03249	1.03273	2939	0	0
2025.02.10	00:00:00	1.02892	1.03026	1.02809	1.02912	2876	0	0
2025.02.10	01:00:00	1.02915	1.03137	1.02915	1.03098	5263	0	0
2025.02.10	02:00:00	1.03097	1.03186	1.03093	1.03102	3446	0	0
2025.02.10	03:00:00	1.03102	1.03147	1.03000	1.03032	4249	0	0
2025.02.10	04:00:00	1.03031	1.03069	1.02987	1.02997	2488	0	0
2025.02.10	05:00:00	1.02998	1.03118	1.02997	1.03117	1997	0	0
2025.02.10	06:00:00	1.03118	1.03159	1.03113	1.03132	1638	0	0
2025.02.10	07:00:00	1.03133	1.03217	1.03132	1.03162	1879	0	0
2025.02.10	08:00:00	1.03163	1.03200	1.03120	1.03190	2633	0	0
2025.02.10	09:00:00	1.03189	1.03257	1.03100	1.03128	6322	0	0
2025.02.10	10:00:00	1.03128	1.03232	1.03067	1.03223	8396	0	0
2025.02.10	11:00:00	1.03222	1.03349	1.03210	1.03268	5723	0	0
2025.02.10	12:00:00	1.03268	1.03337	1.03235	1.03300	3975	0	0
2025.02.10	13:00:00	1.03299	1.03365	1.03201	1.03207	4285	0	0
2025.02.10	14:00:00	1.03206	1.03222	1.03086	1.03137	5875	0	0
2025.02.10	15:00:00	1.03138	1.03264	1.03138	1.03216	5259	0	0
2025.02.10	16:00:00	1.03217	1.03239	1.03043	1.03112	7588	0	0
2025.02.10	17:00:00	1.03113	1.03200	1.03106	1.03152	6032	0	0
2025.02.10	18:00:00	1.03153	1.03182	1.03045	1.03116	5436	0	0
2025.02.10	19:00:00	1.03116	1.03148	1.03066	1.03124	3831	0	0
2025.02.10	20:00:00	1.03123	1.03160	1.03059	1.03072	2875	0	0
2025.02.10	21:00:00	1.03072	1.03110	1.03053	1.03069	2348	0	0
2025.02.10	22:00:00	1.03069	1.03084	1.03049	1.03068	1687	0	0
2025.02.10	23:00:00	1.03068	1.03084	1.03051	1.03065	858	0	0
2025.02.11	00:00:00	1.03063	1.03087	1.03016	1.03064	1397	0	3
2025.02.11	01:00:00	1.03062	1.03095	1.02985	1.03006	3183	0	0
2025.02.11	02:00:00	1.03007	1.03068	1.02997	1.03048	1849	0	0
2025.02.11	03:00:00	1.03047	1.03048	1.03000	1.03021	3295	0	0
2025.02.11	04:00:00	1.03022	1.03030	1.02922	1.02931	2998	0	0
2025.02.11	05:00:00	1.02930	1.03007	1.02921	1.02982	2188	0	0
2025.02.11	06:00:00	1.02982	1.03043	1.02976	1.03042	1644	0	0
2025.02.11	07:00:00	1.03042	1.03059	1.03022	1.03047	1641	0	0
2025.02.11	08:00:00	1.03048	1.03106	1.03041	1.03052	2863	0	0
2025.02.11	09:00:00	1.03052	1.03079	1.03009	1.03033	4929	0	0
2025.02.11	10:00:00	1.03033	1.03200	1.02998	1.03183	5978	0	0
2025.02.11	11:00:00	1.03182	1.03221	1.03126	1.03180	5161	0	0
2025.02.11	12:00:00	1.03181	1.03252	1.03145	1.03162	4145	0	0
2025.02.11	13:00:00	1.03163	1.03228	1.03159	1.03219	2989	0	0
2025.02.11	14:00:00	1.03217	1.03286	1.03205	1.03221	4178	0	0
2025.02.11	15:00:00	1.03222	1.03262	1.03166	1.03225	5398	0	0
2025.02.11	16:00:00	1.03224	1.03372	1.03218	1.03325	5589	0	0
2025.02.11	17:00:00	1.03326	1.03434	1.03281	1.03398	8978	0	0
2025.02.11	18:00:00	1.03399	1.03515	1.03391	1.03457	6493	0	0
2025.02.11	19:00:00	1.03457	1.03486	1.03435	1.03454	3330	0	0
2025.02.11	20:00:00	1.03454	1.03516	1.03446	1.03455	2806	0	0
2025.02.11	21:00:00	1.03454	1.03817	1.03420	1.03583	7070	0	0
2025.02.11	22:00:00	1.03582	1.03676	1.03577	1.03630	3972	0	0
2025.02.11	23:00:00	1.03630	1.03641	1.03587	1.03611	1960	0	0
2025.02.12	00:00:00	1.03608	1.03643	1.03578	1.03622	655	0	0
2025.02.12	01:00:00	1.03619	1.03677	1.03613	1.03632	1409	0	0
2025.02.12	02:00:00	1.03633	1.03643	1.03564	1.03574	2227	0	0
2025.02.12	03:00:00	1.03573	1.03641	1.03539	1.03605	3398	0	0
2025.02.12	04:00:00	1.03606	1.03679	1.03605	1.03625	2621	0	0
2025.02.12	05:00:00	1.03626	1.03656	1.03587	1.03621	2609	0	0
2025.02.12	06:00:00	1.03620	1.03636	1.03561	1.03562	2141	0	0
2025.02.12	07:00:00	1.03563	1.03594	1.03549	1.03586	1986	0	0
2025.02.12	08:00:00	1.03587	1.03602	1.03569	1.03590	2166	0	0
2025.02.12	09:00:00	1.03591	1.03793	1.03588	1.03759	5452	0	0
2025.02.12	10:00:00	1.03760	1.03800	1.03680	1.03712	6602	0	0
2025.02.12	11:00:00	1.03711	1.03741	1.03647	1.03737	4965	0	0
2025.02.12	12:00:00	1.03738	1.03774	1.03701	1.03755	4708	0	0
2025.02.12	13:00:00	1.03755	1.03857	1.03738	1.03753	4859	0	0
2025.02.12	14:00:00	1.03753	1.03790	1.03721	1.03729	4796	0	0
2025.02.12	15:00:00	1.03730	1.03762	1.03169	1.03331	20782	0	0
2025.02.12	16:00:00	1.03330	1.03538	1.03253	1.03502	13323	0	0
2025.02.12	17:00:00	1.03503	1.03828	1.03381	1.03745	18840	0	0
2025.02.12	18:00:00	1.03745	1.03958	1.03504	1.03913	12661	0	0
2025.02.12	19:00:00	1.03914	1.04275	1.03909	1.04262	15805	0	0
2025.02.12	20:00:00	1.04262	1.04299	1.03874	1.03894	9689	0	0
2025.02.12	21:00:00	1.03893	1.03934	1.03847	1.03911	4708	0	0
2025.02.12	22:00:00	1.03910	1.03975	1.03880	1.03916	3342	0	0
2025.02.12	23:00:00	1.03915	1.03954	1.03806	1.03827	2886	0	0
2025.02.13	00:00:00	1.03791	1.03868	1.03791	1.03840	1625	0	3
2025.02.13	01:00:00	1.03839	1.03923	1.03828	1.03923	1869	0	0
2025.02.13	02:00:00	1.03924	1.04006	1.03881	1.03896	2571	0	0
2025.02.13	03:00:00	1.03895	1.04020	1.03872	1.03998	4724	0	0
2025.02.13	04:00:00	1.03998	1.04078	1.03965	1.04040	3392	0	0
2025.02.13	05:00:00	1.04040	1.04220	1.04034	1.04190	3296	0	0
2025.02.13	06:00:00	1.04190	1.04356	1.04186	1.04346	4316	0	0
2025.02.13	07:00:00	1.04347	1.04384	1.04305	1.04350	4102	0	0
2025.02.13	08:00:00	1.04349	1.04401	1.04286	1.04309	5307	0	0
2025.02.13	09:00:00	1.04311	1.04367	1.04225	1.04257	10939	0	0
2025.02.13	10:00:00	1.04258	1.04266	1.04100	1.04137	8932	0	0
2025.02.13	11:00:00	1.04138	1.04264	1.04110	1.04232	6655	0	0
2025.02.13	12:00:00	1.04232	1.04292	1.04131	1.04159	5341	0	0
2025.02.13	13:00:00	1.04160	1.04276	1.03926	1.04030	10055	0	0
2025.02.13	14:00:00	1.04030	1.04035	1.03858	1.03900	8784	0	0
2025.02.13	15:00:00	1.03900	1.04072	1.03748	1.03926	27276	0	0
2025.02.13	16:00:00	1.03925	1.04015	1.03818	1.03997	11951	0	0
2025.02.13	17:00:00	1.03998	1.04386	1.03998	1.04334	21541	0	0
2025.02.13	18:00:00	1.04333	1.04455	1.04243	1.04273	8827	0	0
2025.02.13	19:00:00	1.04272	1.04391	1.04250	1.04256	5932	0	0
2025.02.13	20:00:00	1.04255	1.04319	1.03731	1.04094	23556	0	0
2025.02.13	21:00:00	1.04095	1.04428	1.04085	1.04372	8913	0	0
2025.02.13	22:00:00	1.04372	1.04658	1.04355	1.04616	4747	0	0
2025.02.13	23:00:00	1.04617	1.04671	1.04570	1.04645	2330	0	0
2025.02.14	00:00:00	1.04645	1.04690	1.04624	1.04668	1150	0	0
2025.02.14	01:00:00	1.04673	1.04676	1.04561	1.04616	2605	0	0
2025.02.14	02:00:00	1.04617	1.04670	1.04579	1.04609	3460	0	0
2025.02.14	03:00:00	1.04610	1.04671	1.04582	1.04592	4485	0	0
2025.02.14	04:00:00	1.04591	1.04611	1.04552	1.04568	3071	0	0
2025.02.14	05:00:00	1.04568	1.04618	1.04538	1.04587	2492	0	0
2025.02.14	06:00:00	1.04588	1.04639	1.04548	1.04548	1966	0	0
2025.02.14	07:00:00	1.04549	1.04559	1.04472	1.04527	2833	0	0
2025.02.14	08:00:00	1.04528	1.04609	1.04519	1.04587	3600	0	0
2025.02.14	09:00:00	1.04587	1.04723	1.04585	1.04648	6314	0	0
2025.02.14	10:00:00	1.04649	1.04865	1.04636	1.04769	8369	0	0
2025.02.14	11:00:00	1.04768	1.04878	1.04760	1.04813	6019	0	0
2025.02.14	12:00:00	1.04812	1.04829	1.04643	1.04670	5265	0	0
2025.02.14	13:00:00	1.04671	1.04695	1.04630	1.04674	4711	0	0
2025.02.14	14:00:00	1.04675	1.04749	1.04570	1.04718	5717	0	0
2025.02.14	15:00:00	1.04717	1.04979	1.04712	1.04883	18531	0	0
2025.02.14	16:00:00	1.04883	1.05143	1.04873	1.05087	10607	0	0
2025.02.14	17:00:00	1.05086	1.05129	1.04909	1.05083	11176	0	0
2025.02.14	18:00:00	1.05083	1.05103	1.04969	1.04975	6971	0	0
2025.02.14	19:00:00	1.04976	1.05088	1.04940	1.05073	4394	0	0
2025.02.14	20:00:00	1.05073	1.05082	1.04996	1.05045	3034	0	0
2025.02.14	21:00:00	1.05045	1.05053	1.04949	1.04987	3509	0	0
2025.02.14	22:00:00	1.04985	1.04985	1.04911	1.04919	3287	0	0
2025.02.14	23:00:00	1.04920	1.04947	1.04882	1.04911	2798	0	0
2025.02.17	00:00:00	1.04844	1.04907	1.04844	1.04895	823	0	2
2025.02.17	01:00:00	1.04890	1.04944	1.04846	1.04886	3735	0	0
2025.02.17	02:00:00	1.04887	1.04934	1.04855	1.04924	2641	0	0
2025.02.17	03:00:00	1.04925	1.05066	1.04896	1.05054	3737	0	0
2025.02.17	04:00:00	1.05055	1.05055	1.04958	1.05012	3233	0	0
2025.02.17	05:00:00	1.05012	1.05036	1.04943	1.04948	3388	0	0
2025.02.17	06:00:00	1.04947	1.04974	1.04894	1.04955	2415	0	0
2025.02.17	07:00:00	1.04956	1.04982	1.04848	1.04898	4051	0	0
2025.02.17	08:00:00	1.04898	1.04934	1.04880	1.04917	3514	0	0
2025.02.17	09:00:00	1.04918	1.04956	1.04805	1.04827	5800	0	0
2025.02.17	10:00:00	1.04826	1.04850	1.04711	1.04744	7743	0	0
2025.02.17	11:00:00	1.04744	1.04814	1.04712	1.04742	5189	0	0
2025.02.17	12:00:00	1.04742	1.04893	1.04732	1.04889	4120	0	0
2025.02.17	13:00:00	1.04888	1.04892	1.04778	1.04819	3601	0	0
2025.02.17	14:00:00	1.04820	1.04850	1.04685	1.04722	5008	0	0
2025.02.17	15:00:00	1.04723	1.04765	1.04671	1.04743	3819	0	0
2025.02.17	16:00:00	1.04744	1.04794	1.04713	1.04784	3300	0	0
2025.02.17	17:00:00	1.04784	1.04842	1.04742	1.04796	3750	0	0
2025.02.17	18:00:00	1.04797	1.04833	1.04769	1.04787	2981	0	0
2025.02.17	19:00:00	1.04788	1.04847	1.04779	1.04826	1654	0	0
2025.02.17	20:00:00	1.04825	1.04826	1.04793	1.04822	643	0	0
2025.02.17	21:00:00	1.04823	1.04838	1.04797	1.04816	1132	0	0
2025.02.17	22:00:00	1.04816	1.04837	1.04808	1.04834	956	0	0
2025.02.17	23:00:00	1.04833	1.04850	1.04826	1.04835	832	0	0
2025.02.18	00:00:00	1.04833	1.04849	1.04754	1.04811	1296	0	3
2025.02.18	01:00:00	1.04809	1.04858	1.04772	1.04850	1531	0	0
2025.02.18	02:00:00	1.04849	1.04863	1.04727	1.04750	2599	0	0
2025.02.18	03:00:00	1.04750	1.04757	1.04623	1.04662	3686	0	0
2025.02.18	04:00:00	1.04663	1.04708	1.04657	1.04677	2555	0	0
2025.02.18	05:00:00	1.04676	1.04725	1.04619	1.04630	3332	0	0
2025.02.18	06:00:00	1.04629	1.04641	1.04553	1.04572	2608	0	0
2025.02.18	07:00:00	1.04572	1.04592	1.04522	1.04551	2695	0	0
2025.02.18	08:00:00	1.04550	1.04633	1.04546	1.04613	3202	0	0
2025.02.18	09:00:00	1.04613	1.04692	1.04587	1.04636	5914	0	0
2025.02.18	10:00:00	1.04635	1.04694	1.04548	1.04568	6420	0	0
